"Gender","Location","Donation Source","Category","Unit","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Women","In Hospital","Ulsan","Composition Rate[%]","%",".2",".3",".2",".3",".4",".2",".2",".2",".2",".3",".3",".4",".5",".6",".9","2","2.4","2.4","2",
"Women","In Hospital","Gyeonggi","Donation Count[Unit]","Unit","229","470","555","679","724","775","821","1024","996","1107","1554","1606","1681","1424","1295","1407","948","785","690",
"Women","In Hospital","Gyeonggi","Composition Rate[%]","%","1.1","1.8","2.1","2.2","1.7","1.6","1.6","2.2","2","2","2.6","3.2","3.3","3","2.5","2.6","1.7","1.4","1.2",
"Women","In Hospital","Gangwon","Donation Count[Unit]","Unit","94","313","103","78","138","147","167","170","301","273","289","275","400","541","573","805","698","872","732",
"Women","In Hospital","Gangwon","Composition Rate[%]","%","1.2","3.5","1.1",".7",".9",".9",".8",".8","1.2","1",".9","1","1.4","2","2.2","3.4","2.9","3.3","2.7",
"Women","In Hospital","Chungbook","Donation Count[Unit]","Unit","18","26","33","66","26","33","53","31","56","78","101","110","129","103","137","243","385","463","319",
"Women","In Hospital","Chungbook","Composition Rate[%]","%",".1",".2",".2",".4",".1",".2",".3",".1",".2",".3",".4",".5",".5",".5",".6","1.2","1.9","2","1.5",
"Women","In Hospital","Daejeon/Sejong/Chungnaam","Donation Count[Unit]","Unit","200","227","181","225","266","256","163","136","123","182","318","339","302","313","278","261","376","378","388",
"Women","In Hospital","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","1",".8",".6",".6",".6",".6",".4",".3",".2",".3",".5",".5",".4",".4",".4",".4",".6",".5",".6",
"Women","In Hospital","Jeonbook","Donation Count[Unit]","Unit","52","100","79","163","74","57","52","45","40","57","72","71","87","96","109","240","283","418","488",
"Women","In Hospital","Jeonbook","Composition Rate[%]","%",".2",".3",".4",".6",".2",".2",".2",".1",".1",".2",".2",".2",".3",".4",".4",".9","1.1","1.5","1.8",
"Women","In Hospital","Gwangju/Jeonnaam","Donation Count[Unit]","Unit","25","61","26","32","44","29","21","35","30","9","14","30","22","19","41","112","304","461","528",
"Women","In Hospital","Gwangju/Jeonnaam","Composition Rate[%]","%",".1",".1","0",".1",".1","0","0",".1","0","0","0","0","0","-",".1",".2",".5",".7",".9",
"Women","In Hospital","Gyeongnaam","Donation Count[Unit]","Unit","773","964","937","369","98","80","46","57","32","36","44","107","196","220","238","309","305","443","475",
"Women","In Hospital","Gyeongnaam","Composition Rate[%]","%","6.3","6.4","5.7","2.1",".5",".3",".2",".2",".1",".1",".1",".4",".7",".7",".8","1","1","1.4","1.6",
"Women","In Hospital","Jeju","Donation Count[Unit]","Unit","22","43","32","45","25","49","18","2","40","218","310","320","333","299","372","770","1079","1231","1184",
"Women","In Hospital","Jeju","Composition Rate[%]","%",".3",".7",".5",".5",".2",".4",".1","0",".3","1.5","2.1","2.6","2.8","3","3.3","6.1","8.6","9.6","8.1",
"Women","In Hospital","Outside of Korean Red Cross","Donation Count[Unit]","Unit","8612","8177","12670","18194","3084","2722","1998","1581","1513","1714","1736","2075","1441","1352","839","545","418","431","256",
"Women","In Hospital","Outside of Korean Red Cross","Composition Rate[%]","%","100","100","100","100","11.2","5.5","3.3","2.4","1.9","2.2","2.3","2.6","2","2","1.7","1",".8",".7",".4",
"Women","Blood donation house","Total","Donation Count[Unit]","Unit","257859","322197","310856","408102","517904","597108","623059","633034","682166","718053","727131","606974","600659","587164","555425","571682","566127","601935","583752",
"Women","Blood donation house","Total","Composition Rate[%]","%","58.2","63.1","62.7","67.3","75","77.9","78.7","77.5","77.6","78.4","79.3","75.9","75.4","75.6","73.6","82.3","79.8","77.9","76.1",
"Women","Blood donation house","Korean Red Cross","Donation Count[Unit]","Unit","257859","322197","310856","408102","499165","558820","574702","580415","616769","651599","664550","540032","542063","530269","513384","525926","520384","550988","526676",
"Women","Blood donation house","Korean Red Cross","Composition Rate[%]","%","59.4","64.1","64.4","69.4","75.3","77.9","78.6","77.2","77.2","77.8","78.9","75.1","74.7","74.8","72.9","81.9","79.5","77.6","75.7",
"Women","Blood donation house","Central Seoul","Donation Count[Unit]","Unit","21815","33305","35860","49407","52071","68125","","","","","","","","63419","59786","58594","54873","60047","57581",
"Women","Blood donation house","Central Seoul","Composition Rate[%]","%","53.5","70","71.2","81.4","85.9","86.4","","","","","","","","89.2","87.8","91.3","89.7","87.8","83.7",
"Women","Blood donation house","Western Seoul","Donation Count[Unit]","Unit","11500","14325","24552","30367","37559","20937","80543","78412","78538","85729","86970","69455","66568","","","","","","",
"Women","Blood donation house","Western Seoul","Composition Rate[%]","%","58.3","58.5","65.8","70.3","74.3","85.5","87.1","86","84.7","85.9","86.4","86.5","88.2","","","","","","",
"Women","Blood donation house","Southern Seoul","Donation Count[Unit]","Unit","18833","25941","25371","30798","43669","52491","51624","56278","54820","51350","52357","50478","51265","47082","44485","40410","38076","41695","40025",
"Women","Blood donation house","Southern Seoul","Composition Rate[%]","%","61","67.7","69.5","70.2","81.2","90","89.6","89.7","86.9","86.5","89.3","87.3","83.5","83.2","81.8","87.9","87.5","85.1","81.6",
"Women","Blood donation house","Eastern Seoul","Donation Count[Unit]","Unit","21390","31406","35954","44279","54316","68950","75865","74956","79665","84254","75263","61793","62812","62710","57834","53536","53005","57934","57823",
"Women","Blood donation house","Eastern Seoul","Composition Rate[%]","%","58","63.3","65.5","69.5","76","79.4","80.9","78.9","82","82.4","81.7","79.6","80.1","80.5","78.5","88.3","84.2","80.9","77",
"Women","Blood donation house","Busan","Donation Count[Unit]","Unit","39833","40477","32906","43072","48420","57656","57797","55227","63357","67437","68635","51557","51831","55563","51958","53075","52087","56520","52043",
"Women","Blood donation house","Busan","Composition Rate[%]","%","79.5","77.4","78.5","81.5","85.5","87.4","87.4","83.1","85","85.6","86.4","83.5","81.7","82.9","81.5","89.6","87.9","85.7","82.2",
"Women","Blood donation house","Daegu/Gyeongbook","Donation Count[Unit]","Unit","27499","31204","25493","38078","46505","49601","51853","53234","57395","64268","62378","48091","48232","49759","47759","46069","50399","50898","47644",
"Women","Blood donation house","Daegu/Gyeongbook","Composition Rate[%]","%","58","63.5","63.5","68.3","72.8","74.4","74.8","71.2","72.9","75.3","75.6","70.2","70.7","71.7","73.3","80.7","76.2","76.9","76.5",
"Women","Blood donation house","Incheon","Donation Count[Unit]","Unit","20147","19146","20137","23042","29728","39866","45932","44742","45340","47397","47100","36160","35473","35306","35042","39631","40266","41353","41216",
"Women","Blood donation house","Incheon","Composition Rate[%]","%","52","56.1","65","65.6","72.7","77.5","77","75.9","74.6","77.3","79.2","74.6","74.3","75.9","75.5","86.7","85.8","81.5","83.4",
"Women","Blood donation house","Ulsan","Donation Count[Unit]","Unit","11290","12530","8566","10743","11570","13015","13354","14505","14397","15441","17594","14329","13183","13410","14598","13816","13539","15032","18140",
"Women","Blood donation house","Ulsan","Composition Rate[%]","%","66.7","72.8","67","70.4","69.8","67.7","69.7","68.4","68.8","72.6","74.4","66.3","64.7","64.8","63.4","73.3","68.7","65.5","71.1",
"Women","Blood donation house","Gyeonggi","Donation Count[Unit]","Unit","12819","15469","14562","19937","31519","34453","37703","35108","38372","39291","43177","34268","34445","34756","36316","44355","47263","46500","44311",
"Women","Blood donation house","Gyeonggi","Composition Rate[%]","%","61.2","57.7","55.4","63.4","74.3","72.3","75.2","74","75.7","72.4","72.6","67.6","67.4","73.1","69.5","81.1","82.7","80.4","79.4",
"Women","Blood donation house","Gangwon","Donation Count[Unit]","Unit","5496","6284","5606","7658","10163","11142","12143","15282","17631","18847","24850","19620","19084","18062","16807","17605","17988","18451","17585",
"Women","Blood donation house","Gangwon","Composition Rate[%]","%","72.2","70.6","62.1","66","65.8","64.6","61.1","68.5","69.6","66.9","74","70.9","69.2","67.8","64.2","75.4","74.4","69.7","65.6",
"Women","Blood donation house","Chungbook","Donation Count[Unit]","Unit","9791","10886","7659","9615","14049","15417","15008","16052","16500","17885","18179","14610","14856","13930","13316","13196","13214","13328","13128",
"Women","Blood donation house","Chungbook","Composition Rate[%]","%","59","63.2","53","53.9","68","72.8","76.8","73.7","71.2","69.9","69.8","64.7","62.8","62.5","55.5","66.6","63.7","59","60.1",
"Women","Blood donation house","Daejeon/Sejong/Chungnaam","Donation Count[Unit]","Unit","10867","14923","16950","24502","30728","30377","33488","40133","43306","43512","49463","45926","48470","47212","48109","50843","49392","52519","46968",
"Women","Blood donation house","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","52.5","49.4","54.5","60.6","71.2","70.8","75.1","74.4","71.6","71","72.2","70.5","71.7","67.8","66.6","75.7","74.2","72.9","70.9",
"Women","Blood donation house","Jeonbook","Donation Count[Unit]","Unit","15397","19029","13708","16786","19753","22425","27007","27092","26037","25871","24231","18322","17893","16340","17269","18940","17530","17877","17799",
"Women","Blood donation house","Jeonbook","Composition Rate[%]","%","60.5","63.8","61.1","64.6","66.6","73.8","78.1","76.1","73.2","72.7","71.1","64.5","66.2","62.6","62.6","71.7","65.8","64.5","65",
"Women","Blood donation house","Gwangju/Jeonnaam","Donation Count[Unit]","Unit","23489","38990","35548","43878","47429","49125","49068","45967","50896","58724","63643","50196","52520","47942","45434","44625","43175","49309","44034",
"Women","Blood donation house","Gwangju/Jeonnaam","Composition Rate[%]","%","55.5","70.1","68.2","69.5","73.9","72.1","70.7","72.1","71","75","79.8","72.9","72.3","73.1","70","80.2","74.8","76.3","73.2",
"Women","Blood donation house","Gyeongnaam","Donation Count[Unit]","Unit","4420","5727","5489","10145","13041","15034","14984","16169","21807","22354","20621","18303","18093","19117","18353","22522","21181","21799","19211",
"Women","Blood donation house","Gyeongnaam","Composition Rate[%]","%","35.8","38","33.5","57.5","62.1","62.7","67","63.7","70.1","70.5","69.9","66.3","62.1","60.1","58.1","73.4","71.5","70.1","64",
"Women","Blood donation house","Jeju","Donation Count[Unit]","Unit","3273","2555","2495","5795","8645","10206","8333","7258","8708","9239","10089","6924","7338","5661","6318","8709","8396","7726","9168",
"Women","Blood donation house","Jeju","Composition Rate[%]","%","48.8","42.5","41.5","62","72.6","74.2","66.6","64","68","64.8","67.3","57.3","60.7","56.4","55.8","68.8","66.8","60.5","62.9",
"Women","Blood donation house","Outside of Korean Red Cross","Donation Count[Unit]","Unit","0","0","0","0","18739","38288","48357","52619","65397","66454","62581","66942","58596","56895","42041","45756","45743","50947","57076",
"Women","Blood donation house","Outside of Korean Red Cross","Composition Rate[%]","%","0","0","0","0","67.8","77.7","79.6","80.9","82","84.5","83.3","83.3","83.1","84.3","84.3","86.6","84","80.9","80.1",
"Women","Blood donation bus","Total","Donation Count[Unit]","Unit","37540","33700","30118","23548","23262","11662","8418","8940","10936","5800","4628","2731","2809","2049","1544","4782","5161","5329","2428",
"Women","Blood donation bus","Total","Composition Rate[%]","%","8.5","6.6","6.1","3.9","3.4","1.5","1.2","1.1","1.2",".6",".5",".3",".4",".3",".2",".7",".7",".7",".3",
"Women","Blood donation bus","Korean Red Cross","Donation Count[Unit]","Unit","37540","33700","30118","23548","21738","9781","5868","6493","7356","4278","3494","1172","1315","998","590","1308","2267","2259","305",
"Women","Blood donation bus","Korean Red Cross","Composition Rate[%]","%","8.6","6.7","6.2","4","3.3","1.4",".8",".9",".9",".5",".4",".2",".2",".1",".1",".2",".3",".3","0",
"Women","Blood donation bus","Central Seoul","Donation Count[Unit]","Unit","5629","3182","2481","1311","419","984","","","","","","","","15","7","72","6","-","-",
"Women","Blood donation bus","Central Seoul","Composition Rate[%]","%","13.8","6.7","4.9","2.2",".7","1.2","","","","","","","","-","0",".1","0","-","-",
"Women","Blood donation bus","Western Seoul","Donation Count[Unit]","Unit","2231","3369","4589","4397","5519","1002","1181","743","139","100","44","4","7","","","","","","",
"Women","Blood donation bus","Western Seoul","Composition Rate[%]","%","11.3","13.7","12.3","10.2","10.9","4.1","1.3",".8",".1",".1","0","0","0","","","","","","",
"Women","Blood donation bus","Southern Seoul","Donation Count[Unit]","Unit","4599","5497","3736","4576","3012","22","451","25","3","0","0","2","0","-","0","-","169","80","4",
"Women","Blood donation bus","Southern Seoul","Composition Rate[%]","%","14.9","14.3","10.2","10.4","5.6","0",".8","0","0","0","0","0","0","-","0","-",".4",".2","0",
"Women","Blood donation bus","Eastern Seoul","Donation Count[Unit]","Unit","2750","2741","3213","2404","2464","1115","152","552","205","108","71","119","30","122","7","583","1090","650","-",
"Women","Blood donation bus","Eastern Seoul","Composition Rate[%]","%","7.5","5.5","5.9","3.8","3.4","1.3",".2",".6",".2",".1",".1",".2","0",".2","0","1","1.7",".9","-",
"Women","Blood donation bus","Busan","Donation Count[Unit]","Unit","2923","2894","1275","1181","871","962","613","605","688","557","299","106","13","12","0","15","5","-","-",
"Women","Blood donation bus","Busan","Composition Rate[%]","%","5.8","5.5","3","2.2","1.5","1.5",".9",".9",".9",".7",".4",".2","0","-","0","-","0","-","-",
"Women","Blood donation bus","Daegu/Gyeongbook","Donation Count[Unit]","Unit","3692","2187","1733","1241","2155","1899","835","817","354","32","15","30","1","-","0","-","226","-","-",
"Women","Blood donation bus","Daegu/Gyeongbook","Composition Rate[%]","%","7.8","4.5","4.3","2.2","3.4","2.8","1.2","1.1",".4","0","0","0","0","-","0","-",".3","-","-",
"Women","Blood donation bus","Incheon","Donation Count[Unit]","Unit","4320","2045","1665","2015","2147","765","124","239","767","207","168","9","302","104","0","38","126","1114","7",
"Women","Blood donation bus","Incheon","Composition Rate[%]","%","11.1","6","5.4","5.7","5.3","1.5",".2",".4","1.3",".3",".3","0",".6",".2","0",".1",".3","2.2","0",
"Women","Blood donation bus","Ulsan","Donation Count[Unit]","Unit","1767","1857","1331","980","715","686","530","661","680","640","118","-","0","-","0","-","-","-","-",
"Women","Blood donation bus","Ulsan","Composition Rate[%]","%","10.4","10.8","10.4","6.4","4.3","3.6","2.8","3.1","3.3","3",".5","-","0","-","0","-","-","-","-",
"Women","Blood donation bus","Gyeonggi","Donation Count[Unit]","Unit","3134","4094","3592","1112","589","495","200","688","193","488","470","-","0","-","0","-","-","-","-",
"Women","Blood donation bus","Gyeonggi","Composition Rate[%]","%","15","15.3","13.7","3.5","1.4","1",".4","1.5",".4",".9",".8","-","0","-","0","-","-","-","-",
"Women","Blood donation bus","Gangwon","Donation Count[Unit]","Unit","58","66","38","25","97","98","114","90","42","39","15","2","0","-","6","1","-","-","-",
"Women","Blood donation bus","Gangwon","Composition Rate[%]","%",".8",".7",".4",".2",".6",".6",".6",".4",".2",".1","0","0","0","-","0","-","-","-","-",
"Women","Blood donation bus","Chungbook","Donation Count[Unit]","Unit","72","117","749","592","50","0","0","0","0","0","0","-","0","-","0","-","15","1","-",
"Women","Blood donation bus","Chungbook","Composition Rate[%]","%",".4",".7","5.2","3.3",".2","0","0","0","0","0","0","-","0","-","0","-",".1","0","-",
"Women","Blood donation bus","Daejeon/Sejong/Chungnaam","Donation Count[Unit]","Unit","2438","2323","1231","297","23","3","0","2","0","501","763","-","0","-","0","-","8","-","-",
"Women","Blood donation bus","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","11.8","7.7","4",".7",".1","0","0","0","0",".8","1.1","-","0","-","0","-","0","-","-",
